timestamp,ax,ay,az,gx,gy,gz
13149.24,9.5792,-0.960075,-1.42455,-0.12207,0.0610352,-0.0610352
13149.245,9.5792,-0.979228,-1.40779,-0.12207,0.0,0.12207
13149.25,9.56723,-0.967257,-1.42216,-0.183105,0.0,-0.183105
13149.255,9.57202,-0.967257,-1.4437,-0.12207,-0.12207,-0.183105
13149.26,9.57681,-0.969652,-1.40779,-0.0610352,-0.0610352,-0.183105
13149.265,9.59357,-0.97444,-1.42934,-0.0610352,0.0,-0.244141
13149.27,9.56244,-0.976834,-1.4461,-0.0610352,0.0610352,-0.0610352
13149.275,9.5792,-0.993594,-1.43173,0.0,0.0610352,-0.183105
13149.28,9.59383671733974,-1.0006600400712191,-1.4205392801122798,0.0136587789968615,0.0733465411445723,-0.3031403319963864
13149.285,9.592555354108695,-0.9951395706132788,-1.4192723834163978,-0.0255414315325186,0.1040498839198816,-0.3243982491429626
13149.29,9.585152632208082,-0.9832129811221552,-1.4247978466646625,-0.0837780315442922,0.128597556111735,-0.2856385002836122
13149.295,9.581425273537524,-0.9710606610841286,-1.4339842066109625,-0.1272284210490995,0.1224418855342325,-0.2256208342682849
13149.3,9.59117,-0.964863,-1.4437,-0.12207,0.0610352,-0.183105
13149.305,9.61033,-0.969652,-1.44131,-0.0610352,0.0,-0.183105
13149.31,9.59596,-0.97444,-1.41976,-0.0610352,0.12207,-0.183105
13149.315,9.57202,-0.948104,-1.45807,-0.183105,0.12207,-0.12207
13149.32,9.59117,-0.938527,-1.4437,-0.12207,0.183105,-0.12207
13149.325,9.57681,-0.943315,-1.45328,-0.183105,0.183105,-0.244141
13149.33,9.56723,-0.931344,-1.4437,-0.244141,0.12207,-0.12207
13149.335,9.58878,-0.950498,-1.40779,-0.183105,0.12207,0.0
13149.34,9.5816,-0.950498,-1.45089,-0.244141,0.183105,0.0
13149.345,9.58638,-0.952892,-1.43173,-0.183105,0.183105,0.0610352
13149.35,9.60314,-0.964863,-1.43413,-0.0610352,0.0610352,0.12207
13149.355,9.58638,-0.976834,-1.39821,-0.0610352,0.12207,0.183105
13149.36,9.59117,-0.962469,-1.41258,-0.12207,0.12207,0.0610352
13149.365,9.59357,-0.969652,-1.42216,-0.0610352,0.183105,0.12207
13149.37,9.60314,-0.964863,-1.41018,0.0,0.12207,0.183105
13149.375,9.59835,-0.976834,-1.40779,0.0610352,0.183105,0.183105
13149.38,9.59835,-0.964863,-1.42216,0.0,0.12207,0.244141
13149.385,9.60554,-0.979228,-1.42216,-0.0610352,0.183105,0.183105
13149.39,9.59835,-0.969652,-1.44849,0.12207,0.12207,0.244141
13149.395,9.59596,-0.972046,-1.42455,0.183105,0.183105,0.183105
13149.4,9.595577136157718,-0.9650317897441236,-1.4151211579824905,0.1269554858500702,0.221624068716955,0.1629050501587193
13149.405,9.594677453132528,-0.946928640657112,-1.4305620024138554,0.0245075167590914,0.2013310039407566,0.2182017136236713
13149.41,9.59325120202891,-0.9277835967052864,-1.4538292678479054,-0.0742797152160992,0.1556749048143515,0.3080124519855942
13149.415,9.591288633949649,-0.91764370183274,-1.4678796888583467,-0.1194470181408497,0.1181048704489268,0.3913547269209264
13149.42,9.58878,-0.926556,-1.45567,-0.0610352,0.12207,0.427246
13149.425,9.58399,-0.940921,-1.42694,0.0610352,0.183105,0.366211
13149.43,9.57202,-0.909797,-1.4461,0.0,0.244141,0.244141
13149.435,9.56005,-0.92895,-1.43413,-0.0610352,0.244141,0.366211
13149.44,9.55526,-0.950498,-1.41497,-0.12207,0.183105,0.488281
13149.445,9.56244,-0.97444,-1.41737,-0.12207,0.12207,0.549316
13149.45,9.56723,-0.962469,-1.403,0.0,0.183105,0.366211
13149.455,9.56005,-0.967257,-1.39582,-0.12207,0.0,0.427246
13149.46,9.57202,-0.962469,-1.39103,-0.12207,0.12207,0.366211
13149.465,9.58878,-0.991199,-1.4054,-0.12207,0.0,0.427246
13149.47,9.59357,-0.984017,-1.4054,-0.12207,0.183105,0.427246
13149.475,9.59596,-0.979228,-1.41018,-0.0610352,0.12207,0.366211
13149.48,9.58638,-0.986411,-1.39582,-0.0610352,-0.0610352,0.305176
13149.485,9.56484,-1.00317,-1.42694,0.12207,0.0,0.305176
13149.49,9.56244,-1.00078,-1.45328,-0.12207,0.0,0.305176
13149.495,9.56484,-1.01035,-1.41497,-0.12207,0.12207,0.305176
13149.5,9.57681,-1.00078,-1.43892,-0.183105,0.0,0.244141
13149.505,9.58638,-0.986411,-1.42934,-0.12207,-0.12207,0.183105
13149.51,9.58878,-0.995988,-1.39103,-0.12207,-0.0610352,0.305176
13149.515,9.5792,-0.993594,-1.38864,-0.0610352,0.0,-0.0610352
13149.52,9.58638,-1.00796,-1.38145,-0.12207,0.183105,0.12207
13149.525,9.59357,-0.988805,-1.4054,0.0,0.0,0.183105
13149.53,9.60314,-0.97444,-1.41737,0.0610352,0.0,-0.0610352
13149.535,9.60314,-0.993594,-1.4054,0.12207,0.0610352,0.0
13149.54,9.59357,-0.995988,-1.403,0.183105,0.0,0.0610352
13149.545,9.59357,-0.969652,-1.43413,0.183105,0.0,0.0
13149.55,9.58878,-0.967257,-1.41737,0.183105,-0.183105,0.0
13149.555,9.59596,-0.960075,-1.42455,0.0610352,-0.12207,-0.0610352
13149.56,9.5816,-0.967257,-1.43173,0.12207,-0.0610352,-0.0610352
13149.565,9.5816,-0.960075,-1.44131,0.244141,-0.0610352,-0.0610352
13149.57,9.59835,-0.969652,-1.44131,0.12207,0.0,-0.12207
13149.575,9.59117,-0.979228,-1.41737,0.12207,-0.0610352,-0.0610352
13149.58,9.59596,-0.969652,-1.41018,0.12207,0.0,-0.0610352
13149.585,9.58399,-0.984017,-1.403,0.0610352,-0.0610352,0.0610352
13149.59,9.5792,-0.986411,-1.45089,0.12207,0.0,-0.0610352
13149.595,9.59835,-0.972046,-1.4461,0.0610352,-0.12207,-0.0610352
13149.6,9.613809667386736,-0.960065335267053,-1.4301341707448427,0.0646546338410894,-0.2093316996851607,-0.0766173977185413
13149.605,9.619256506414516,-0.9545994245105012,-1.4213897683578514,0.148737895711064,-0.2067480506988283,-0.142826162452543
13149.61,9.61673451175088,-0.9551238461184348,-1.4177552805948392,0.2432184206928596,-0.1544300718680875,-0.213450808353137
13149.615,9.608287678060234,-0.9611141784827928,-1.4171191952216513,0.2780296437734764,-0.0924887820405127,-0.242280649494311
13149.62,9.59596,-0.972046,-1.41737,0.183105,-0.0610352,-0.183105
13149.625,9.58399,-0.986411,-1.41018,0.0,-0.0610352,-0.0610352
13149.63,9.5816,-0.993594,-1.40061,0.0,0.0,-0.0610352
13149.635,9.5816,-0.981623,-1.44849,-0.0610352,0.0,-0.0610352
13149.64,9.57202,-0.991199,-1.403,0.0610352,-0.12207,-0.12207
13149.645,9.57681,-0.998382,-1.41258,0.0610352,-0.0610352,0.0
13149.65,9.58878,-0.995988,-1.41976,0.12207,0.0,-0.12207
13149.655,9.60075,-0.993594,-1.38624,0.12207,-0.0610352,0.0
13149.66,9.60793,-0.976834,-1.39343,0.244141,0.244141,0.0610352
13149.665,9.59835,-0.984017,-1.4054,0.183105,0.0610352,0.0
13149.67,9.59835,-0.967257,-1.41976,0.183105,0.12207,-0.0610352
13149.675,9.57202,-0.97444,-1.43173,0.183105,0.0610352,0.0
13149.68,9.59596,-0.993594,-1.41497,0.183105,0.12207,0.183105
13149.685,9.59357,-0.988805,-1.40779,0.0610352,0.305176,0.0
13149.69,9.60075,-1.00078,-1.41497,0.0,0.305176,0.183105
13149.695,9.60075,-1.00317,-1.43652,0.0,0.305176,0.244141
13149.7,9.59117,-1.00796,-1.43413,0.12207,0.244141,0.305176
13149.705,9.57681,-1.00317,-1.42455,0.183105,0.305176,0.183105
13149.71,9.56962,-0.979228,-1.43173,0.183105,0.0610352,0.244141
13149.715,9.59357,-0.984017,-1.39821,0.244141,0.244141,0.183105
13149.72,9.58638,-0.981623,-1.39582,0.183105,0.244141,0.183105
13149.725,9.56484,-0.993594,-1.39821,0.0610352,0.12207,0.183105
13149.73,9.58638,-0.979228,-1.42455,0.12207,0.183105,0.12207
13149.735,9.58878,-0.995988,-1.42455,0.183105,0.183105,0.183105
13149.74,9.55765,-0.995988,-1.39582,0.0610352,0.183105,0.244141
13149.745,9.56484,-1.00078,-1.41497,0.0610352,0.244141,0.244141
13149.75,9.57202,-1.00556,-1.39582,0.0,0.12207,0.12207
13149.755,9.56723,-0.995988,-1.41258,0.0,0.0610352,0.0610352
13149.76,9.59117,-0.995988,-1.41018,0.12207,0.0,0.0610352
13149.765,9.5792,-1.02711,-1.39103,0.12207,0.0610352,0.12207
13149.77,9.56244,-0.993594,-1.41258,0.0610352,0.0610352,0.0
13149.775,9.60554,-0.984017,-1.4054,0.0610352,0.0,-0.12207
13149.78,9.59117,-0.991199,-1.41976,0.0,-0.12207,-0.0610352
13149.785,9.60793,-0.995988,-1.41737,0.0610352,-0.12207,-0.12207
13149.79,9.58878,-0.988805,-1.41497,0.0,-0.12207,-0.0610352
13149.795,9.58399,-0.962469,-1.44131,0.0,0.0,-0.0610352
13149.8,9.59117,-0.976834,-1.42934,0.0,0.0,-0.0610352
13149.805,9.57441,-0.967257,-1.43652,-0.0610352,0.0,-0.0610352
13149.81,9.58399,-0.969652,-1.403,-0.0610352,0.12207,0.0
13149.815,9.5816,-0.972046,-1.40779,-0.0610352,0.12207,0.0
13149.82,9.577694169706968,-0.9744331582554024,-1.414531406474279,-0.0635402595597455,0.0893228535788197,-0.0427056435388029
13149.825,9.5773210539813,-0.9787621384914822,-1.4109718419414832,-0.0661231227311885,0.0667143404414993,-0.0914661315149704
13149.83,9.578421853402356,-0.9850099395978332,-1.4030835741729817,-0.0735569361209308,0.0543759205238821,-0.1188737977039975
13149.835,9.57893776854902,-0.993153560471733,-1.3968388709347122,-0.090614846345178,0.052439053736448,-0.0975209759235043
13149.84,9.57681,-1.00317,-1.39821,-0.12207,0.0610352,0.0
13149.845,9.56962,-1.01035,-1.40779,-0.183105,0.0610352,0.0610352
13149.85,9.56005,-1.00796,-1.41018,-0.244141,0.0,-0.183105
13149.855,9.56484,-1.02711,-1.403,-0.12207,0.0,-0.0610352
13149.86,9.5792,-1.02951,-1.39103,-0.12207,0.12207,-0.183105
13149.865,9.6199,-1.01275,-1.41976,-0.12207,0.0,-0.183105
13149.87,9.60793,-1.01993,-1.45328,0.0,0.0,-0.244141
13149.875,9.59117,-1.02232,-1.42934,0.0,0.0610352,-0.0610352
13149.88,9.53371,-1.01275,-1.42694,0.183105,0.12207,-0.244141
13149.885,9.52174,-0.964863,-1.4461,0.12207,0.183105,-0.244141
13149.89,9.51935,-0.964863,-1.41497,0.12207,0.0610352,-0.183105
13149.895,9.56244,-0.940921,-1.403,0.0,0.0610352,-0.183105
13149.9,9.59357,-0.933739,-1.403,-0.244141,0.183105,-0.183105
13149.905,9.60314,-0.92895,-1.37188,-0.183105,0.183105,0.12207
13149.91,9.61272,-0.952892,-1.34315,-0.244141,0.305176,0.305176
13149.915,9.59117,-0.97444,-1.33596,-0.244141,0.183105,0.427246
13149.92,9.5792,-0.979228,-1.37667,-0.244141,0.12207,0.488281
13149.925,9.60793,-0.981623,-1.403,-0.183105,0.0610352,0.427246
13149.93,9.58878,-0.962469,-1.40779,-0.12207,0.0610352,0.610352
