timestamp,ax,ay,az,gx,gy,gz
31465.56,9.4571,2.51631,-0.605733,-1.0376,0.0610352,0.793457
31465.565,9.46907,2.55461,-0.612916,-0.854492,0.0610352,0.915527
31465.57,9.48583,2.55461,-0.610521,-1.0376,0.0610352,0.976562
31465.575,9.50019,2.5594,-0.617704,-0.976562,0.0,1.15967
31465.58,9.48583,2.54743,-0.61531,-0.732422,0.0,1.09863
31465.585,9.47146,2.55222,-0.634463,-0.671387,-0.0610352,1.15967
31465.59,9.46907,2.54025,-0.612916,-0.610352,-0.0610352,1.0376
31465.595,9.4571,2.5187,-0.612916,-0.610352,0.0,1.0376
31465.6,9.44513,2.49236,-0.629675,-0.427246,0.12207,1.09863
31465.605,9.44034,2.50912,-0.622492,-0.244141,0.305176,1.09863
31465.61,9.45231,2.53307,-0.622492,-0.183105,0.183105,1.15967
31465.615,9.43794,2.53546,-0.632069,-0.183105,0.183105,1.15967
31465.62,9.45949,2.53067,-0.632069,-0.244141,0.183105,1.34277
31465.625,9.47625,2.54025,-0.608127,-0.244141,0.183105,1.34277
31465.63,9.4571,2.53067,-0.620098,-0.305176,0.12207,1.28174
31465.635,9.4547,2.50912,-0.629675,-0.366211,0.12207,1.15967
31465.64,9.4571,2.52109,-0.651223,-0.366211,-0.0610352,1.15967
31465.645,9.43555,2.5187,-0.632069,-0.366211,-0.12207,1.2207
31465.65,9.44273,2.50194,-0.617704,-0.244141,-0.183105,1.28174
31465.655,9.44273,2.52828,-0.59855,-0.183105,-0.183105,1.34277
31465.66,9.45949,2.52588,-0.612916,-0.244141,-0.0610352,1.28174
31465.665,9.43794,2.49236,-0.588974,-0.183105,-0.12207,1.52588
31465.67,9.43794,2.49955,-0.622492,-0.12207,-0.12207,1.46484
31465.675,9.42358,2.50912,-0.608127,-0.244141,-0.0610352,1.34277
31465.68,9.43315,2.49955,-0.639252,0.0,-0.12207,1.40381
31465.685,9.44752,2.48997,-0.61531,0.244141,-0.183105,1.40381
31465.69,9.43555,2.49236,-0.603339,0.183105,-0.366211,1.40381
31465.695,9.44513,2.51152,-0.617704,0.305176,-0.244141,1.52588
31465.7,9.48583,2.51391,-0.612916,0.427246,-0.305176,1.58691
31465.705,9.47386,2.52588,-0.622492,0.549316,-0.183105,1.70898
31465.71,9.46428,2.54025,-0.634463,0.427246,-0.12207,1.70898
31465.715,9.4547,2.53546,-0.622492,0.488281,-0.12207,1.95312
31465.72,9.4571,2.52828,-0.641646,0.549316,-0.0610352,2.01416
31465.725,9.46667,2.5187,-0.612916,0.488281,-0.0610352,2.2583
31465.73,9.46428,2.51391,-0.605733,0.427246,-0.0610352,2.31934
31465.735,9.48583,2.50194,-0.617704,0.305176,0.0,2.50244
31465.74,9.48583,2.50433,-0.629675,0.244141,0.0,2.56348
31465.745,9.4954,2.50912,-0.658405,0.12207,0.0,2.56348
31465.75,9.48822,2.51152,-0.670376,0.0,0.0610352,2.74658
31465.755,9.47625,2.53067,-0.648829,-0.12207,0.183105,2.74658
31465.76,9.47146,2.51631,-0.617704,-0.183105,0.183105,2.80762
31465.765,9.47625,2.53546,-0.632069,-0.183105,0.12207,2.99072
31465.77,9.49301,2.54264,-0.612916,-0.183105,0.0,2.99072
31465.775,9.46188,2.55222,-0.629675,-0.244141,0.0610352,3.17383
31465.78,9.46188,2.54743,-0.653617,-0.12207,0.12207,3.23486
