timestamp,ax,ay,az,gx,gy,gz
730.74,9.90002,0.0837971,-0.220267,-13.6719,-6.22559,14.0381
730.745,9.8689,0.0742203,-0.296881,-14.1602,-5.7373,14.1602
730.75,9.84017,-0.0191536,-0.361524,-14.9536,-5.49316,14.4653
730.755,9.88326,-0.117316,-0.40462,-15.3809,-5.24902,14.5874
730.76,9.8689,-0.229843,-0.337582,-15.1978,-5.06592,14.7705
730.765,9.83299,-0.342371,-0.301669,-14.6484,-5.00488,14.7705
730.77,9.7851,-0.471658,-0.287304,-13.9771,-5.12695,14.4653
730.775,9.73722,-0.591368,-0.289698,-13.1226,-5.06592,14.2822
730.78,9.709256864149037,-0.6570587496767067,-0.2861957260403281,-11.761272357678571,-5.1466264318884285,14.118285401344972
730.785,9.702146542816186,-0.671439856325928,-0.2739643505988382,-10.03344315527452,-5.403839118945629,13.925238664949388
730.79,9.711650789408813,-0.6501024881367958,-0.2579775121371843,-8.217230774031183,-5.736665590058615,13.71649922788132
730.795,9.733531357334291,-0.6086378132984425,-0.2432088491170202,-6.590753595191899,-6.0442133741144,13.505506527208832
730.8,9.76355,-0.562637,-0.234632,-5.43213,-6.22559,13.3057
730.805,9.79228,-0.533907,-0.248997,-5.00488,-6.16455,13.1226
730.81,9.80426,-0.553061,-0.323217,-5.31006,-5.85938,12.8784
730.815,9.8282,-0.600945,-0.395043,-5.67627,-5.67627,12.5122
730.82,9.87129,-0.6608,-0.416591,-5.92041,-5.24902,12.5122
730.825,9.91918,-0.696713,-0.462081,-5.98145,-5.12695,12.4512
730.83,9.91439,-0.749385,-0.409408,-5.24902,-5.12695,12.3291
730.835,9.90242,-0.778116,-0.399832,-4.3335,-4.88281,12.4512
730.84,9.90002,-0.782904,-0.371101,-2.86865,-5.06592,12.146
730.845,9.84735,-0.802058,-0.361524,-0.976562,-5.43213,12.0239
730.85,9.83299,-0.787692,-0.292093,0.793457,-5.7373,11.9019
730.855,9.81383,-0.773327,-0.275333,2.31934,-6.40869,11.7798
730.86,9.80186,-0.811634,-0.280122,3.23486,-6.83594,11.5967
730.865,9.82102,-0.821211,-0.21069,3.96729,-7.14111,11.4136
