timestamp,ax,ay,az,gx,gy,gz
32992.5,9.22965,-3.00233,-1.86029,0.915527,-0.915527,-0.488281
32992.505,9.24162,-2.9736,-1.87227,0.976562,-1.09863,-0.610352
32992.51,9.21289,-2.94966,-1.86269,0.854492,-0.976562,-0.610352
32992.515,9.23922,-2.92093,-1.86987,0.793457,-1.09863,-0.671387
32992.52,9.26795,-2.91853,-1.86987,0.671387,-1.15967,-0.732422
32992.525,9.26317,-2.90177,-1.87227,0.488281,-1.09863,-0.793457
32992.53,9.27274,-2.91853,-1.84354,0.244141,-1.09863,-0.793457
32992.535,9.27035,-2.90896,-1.84832,0.183105,-0.976562,-0.915527
32992.54,9.25838,-2.91853,-1.83396,-0.12207,-0.854492,-0.915527
32992.545,9.26317,-2.91614,-1.84593,-0.366211,-0.915527,-0.976562
32992.55,9.26556,-2.94247,-1.83635,-0.488281,-0.793457,-1.15967
32992.555,9.2512,-2.94726,-1.83396,-0.732422,-0.610352,-1.15967
32992.56,9.25359,-2.95444,-1.84593,-0.793457,-0.488281,-1.15967
32992.565,9.26556,-2.96642,-1.83875,-0.793457,-0.488281,-1.34277
32992.57,9.25359,-2.98796,-1.84593,-0.732422,-0.305176,-1.40381
32992.575,9.24401,-2.97839,-1.8579,-0.671387,-0.366211,-1.46484
32992.58,9.25838,-2.98557,-1.85072,-0.549316,-0.244141,-1.52588
32992.585,9.22965,-3.00951,-1.85311,-0.488281,-0.305176,-1.46484
32992.59,9.22246,-3.02148,-1.86029,-0.366211,-0.427246,-1.52588
32992.595,9.22486,-3.02627,-1.83156,-0.366211,-0.427246,-1.46484
32992.6,9.22007,-3.03345,-1.84832,-0.305176,-0.610352,-1.40381
32992.605,9.24641,-3.04782,-1.84354,-0.183105,-0.671387,-1.46484
32992.61,9.25598,-3.04064,-1.86269,-0.0610352,-0.793457,-1.40381
32992.615,9.25598,-3.04782,-1.86748,0.0,-0.732422,-1.28174
32992.62,9.27514,-3.05021,-1.83396,-0.0610352,-0.793457,-1.46484
32992.625,9.28711,-3.03585,-1.8172,-0.12207,-0.549316,-1.46484
32992.63,9.2895,-3.04303,-1.81241,0.0,-0.732422,-1.28174
32992.635,9.32781,-3.06218,-1.83635,0.0,-0.427246,-1.34277
